HOTELCODE,ACCOUNTCODE,CREATEDDATE,CHECKINDATE,CHECKOUTDATE,CANCELLATIONDATE,LASTMODIFIED,BOOKINGSTATUS,BOOKINGREFERENCE,ROOMNIGHTS,PRICE,COST,CURRENCY
CAL822900,FTK001,26/04/2015,06/05/2015,08/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03532904,2,171.54,158.62,EUR
CAL084800,PMM001,13/08/2015,19/08/2015,24/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04049672,5,633.6,569.25,EUR
CAF489200,PRE004,16/08/2015,19/08/2015,23/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04060640,4,432.6,400,EUR
CAK196400,MRH001,09/01/2016,23/03/2016,26/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04611271,3,188.65,171.11,EUR
CAV313700,PRE004,23/08/2015,26/08/2015,30/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04088244,4,374.52,360,EUR
CAG671400,DWO001,01/08/2015,13/08/2015,20/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03996567,7,792.82,740.25,EUR
CAV313700,OOT015,23/02/2016,12/04/2016,14/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04775246,2,188.18,180,EUR
CAK576300,BOR001,28/07/2015,06/10/2015,08/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03979765,2,219.26,197,EUR
CAM967500,PMM001,06/05/2015,08/06/2015,10/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03582651,2,133.82,118,EUR
CAN553300,COU001,25/11/2014,14/07/2015,15/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02835526,2,249.33,224,EUR
CAG671800,OOT012,29/04/2015,12/08/2015,13/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03548660,2,255.55,236.28,EUR
CAF392800,GET001,30/03/2015,18/04/2015,22/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03400393,4,1382.15,1322,EUR
CAF488200,MRO001,26/03/2015,29/05/2015,31/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03383021,8,1239.52,1174.08,EUR
CAF393700,HBD001,01/10/2015,14/10/2015,16/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04266943,2,264.1,244.2,EUR
CAO111500,GEK001,03/03/2015,08/03/2015,13/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03259996,5,900.9,825,EUR
CAF488900,CLM001,16/09/2015,22/09/2015,26/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04195069,4,725.08,677,EUR
CAV095800,QVU002,29/04/2015,01/06/2015,05/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03554008,4,152.88,140,EUR
CAV313700,GET001,19/04/2016,23/05/2016,24/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05028318,1,94.1,90,EUR
CAN554800,ABT012,20/06/2015,16/10/2015,18/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03821592,6,423.36,384,EUR
CAK439000,CSN002,08/06/2016,07/09/2016,11/09/2016,1900-01-00,21/07/2016 09:26,Confirmed,C00837042,4,355.26,330.08,EUR
CAK196400,PMM001,29/05/2016,28/08/2016,31/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05179690,3,185.37,165,EUR
CAQ246100,ABT009,07/11/2015,30/12/2015,02/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04418596,6,1127.32,1063,EUR
CAI954700,PRE004,27/06/2015,14/08/2015,18/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03851813,4,977.96,940,EUR
CAH785100,PRE004,01/12/2015,16/03/2016,19/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04505357,3,152.7,144,EUR
CAH696700,URS002,16/03/2016,29/03/2016,30/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04888155,4,222.2,197.76,EUR
CAK576300,PMM001,09/07/2015,19/07/2015,22/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03886923,3,266.28,237,EUR
CAG671700,FTK001,29/05/2015,09/07/2015,14/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03716850,5,390.9,365,EUR
CAF489100,COU001,22/12/2014,13/03/2015,16/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02939923,3,137.23,123.3,EUR
CAF489000,PTI005,05/07/2015,31/07/2015,02/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03881312,2,269.16,251.32,EUR
CAY208100,FTK001,23/03/2016,29/03/2016,01/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04912223,3,107.16,94.5,EUR
CAF393200,HBD001,11/09/2015,25/10/2015,27/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04174138,2,331.9,290,EUR
CAM108400,FTK001,15/07/2015,12/08/2015,16/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03923883,4,368.44,344,EUR
CAY208300,QVU001,23/05/2016,15/07/2016,18/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05161492,9,1062.93,982.8,EUR
CAM967500,PIV001,13/08/2015,22/08/2015,23/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04048500,1,68.8,63,EUR
CAF393400,PRE004,05/08/2015,28/09/2015,30/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04014929,2,358.18,328,EUR
CAN553500,CDR001,08/05/2015,16/06/2015,17/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03599896,1,101.67,93.1,EUR
CAF488900,SPT002,03/05/2016,14/07/2016,18/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05074795,4,638.08,590,EUR
CAQ246100,PRE004,28/12/2014,06/03/2015,09/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02953163,3,231.56,206.1,EUR
CAV313700,NVA001,18/06/2016,29/06/2016,30/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05282930,1,92.71,90,EUR
CAL493800,SPT002,06/01/2016,14/01/2016,18/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04600085,4,300.66,278,EUR
CAN553300,PMM001,04/11/2015,14/11/2015,16/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04394977,2,166.13,146.5,EUR
CAI954700,TDP009,15/03/2016,28/03/2016,29/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04881639,2,452.02,420,EUR
CAI954700,ESF001,11/03/2015,18/04/2015,21/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03302690,6,1330.26,1260,EUR
CAI308700,INT001,13/08/2015,30/09/2015,03/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04054113,3,356,326,EUR
CAK536700,URS001,10/09/2015,06/11/2015,09/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04171789,3,181.68,168,EUR
CAN554800,HSU001,29/03/2016,10/08/2016,16/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04931993,6,419.34,384,EUR
CAF489100,PRE004,18/11/2015,23/11/2015,25/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04457000,2,110.3,104,EUR
CAV952500,PRE004,16/07/2015,17/09/2015,20/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03931525,3,370.2,339,EUR
CAL822900,HSU001,23/07/2015,03/08/2015,05/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03963679,2,156.36,146,EUR
CAM967500,FTK001,18/02/2016,13/10/2016,17/10/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04772174,16,1013.84,877.76,EUR
CAK576300,HSU001,27/03/2015,16/07/2015,23/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03385235,7,598.08,553,EUR
CAK576300,QVU001,01/03/2015,12/02/2016,15/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E03245390,3,184.84,163,EUR
CAL038300,DBA002,07/03/2016,12/03/2016,13/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04846488,1,30.03,26,EUR
CAK536700,GET001,19/02/2016,07/06/2016,10/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04776586,6,489.42,448.2,EUR
CAG671800,PRE004,30/10/2015,08/11/2015,10/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04388209,2,215.28,203,EUR
CAF394600,GTP001,06/05/2016,19/06/2016,22/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05093472,3,281.13,255,EUR
CAH696700,UNG003,07/02/2016,27/05/2016,31/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04726277,4,323.92,296.64,EUR
CAL822900,DAB001,12/01/2016,02/04/2016,04/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04621696,2,168.5,155.8,EUR
CAF394700,MKD001,23/04/2015,13/06/2015,17/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,C00431111,4,382.63,355.51,EUR
CAM967500,HIE013,23/02/2015,14/03/2015,19/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03216658,5,253.6,230,EUR
CAF489100,RUO001,05/01/2016,04/02/2016,07/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04599076,3,163.15,149.4,EUR
CAL084800,PIV001,06/08/2015,12/08/2015,14/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04019575,2,264.1,244.2,EUR
CAY208000,GEK001,24/02/2016,25/05/2016,28/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04796395,3,385.45,356.4,EUR
CAF489200,PRE004,06/05/2016,02/07/2016,06/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05095334,4,425.88,390,EUR
CAF393300,PMM002,09/04/2016,08/07/2016,12/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04980709,4,388.72,346,EUR
CAF489100,INN001,04/04/2016,08/05/2016,09/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04956863,1,113.57,104,EUR
CAH696700,CDR001,14/04/2016,22/04/2016,23/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05005486,1,70.18,64.89,EUR
CAV094700,OZO001,29/01/2016,06/03/2016,12/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,C00673482,6,240.9,223.86,EUR
CAY208100,SPT002,07/04/2016,31/07/2016,04/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04965603,4,314.48,288,EUR
CAF489100,SLO001,02/09/2015,16/10/2015,19/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04129887,6,665.88,604,EUR
CAK196400,PSR001,11/06/2015,10/08/2015,19/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03786394,9,589.05,549.99,EUR
CAF489100,INN001,02/04/2015,12/06/2015,14/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03417943,4,458.56,424,EUR
CAK908400,JUR001,30/04/2015,06/05/2015,07/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03560691,1,122.3,112,EUR
CAH696700,FTK001,07/06/2016,01/08/2016,05/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05236244,4,302.8,280,EUR
CAF489100,TJE002,01/02/2016,18/03/2016,21/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04699672,3,119.02,109,EUR
CAL822900,GET001,18/04/2015,11/05/2015,13/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03492928,2,165.23,151.31,EUR
CAI952800,GTP001,18/05/2016,05/08/2016,10/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05136679,5,576.05,527.5,EUR
CAF392700,FTK001,10/12/2014,13/03/2015,16/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02891628,3,385.53,366.96,EUR
CAU883000,HLS001,12/04/2016,23/04/2016,26/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04990132,6,1377.82,1274,EUR
CAF489100,OOT012,18/07/2015,26/08/2015,28/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03936324,2,168.73,156,EUR
CAQ246100,PRE004,20/11/2014,19/02/2015,22/02/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02813529,3,222.9,206.1,EUR
CAV095600,PRE004,23/02/2016,03/04/2016,07/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04790862,4,196.56,180,EUR
CAH785100,PRE004,17/03/2015,01/08/2015,04/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03330350,3,231.54,210,EUR
CAL766800,JUA001,21/05/2016,20/07/2016,23/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05152819,6,519.36,480.24,EUR
CAF488900,EMG003,22/01/2016,30/01/2016,31/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04661583,1,112.48,104,EUR
CAL493700,MRO001,23/01/2015,22/03/2015,26/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03070999,4,271.56,244,EUR
CAH785100,TBQ001,24/12/2015,02/01/2016,07/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04573956,5,273.4,254.21,EUR
CAF489100,SPT002,30/09/2015,18/10/2015,22/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04260844,4,381.76,360,EUR
CAF489100,PRE004,05/02/2015,16/07/2015,19/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03132550,3,279.04,258,EUR
CAK196400,OOL001,01/05/2016,17/08/2016,18/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05066377,1,60.06,55,EUR
CAF393300,JUR001,17/02/2015,11/08/2015,25/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03193044,14,1215.34,1113,EUR
CAO553800,ODV001,24/03/2015,16/04/2015,19/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03374114,6,1615.02,1529.76,EUR
CAG671700,OOL002,26/08/2015,04/09/2015,05/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04099286,1,85.77,79.31,EUR
CAO503400,HOX001,02/10/2015,28/10/2015,29/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,C00591071,1,91.22,84.76,EUR
CAF489000,COU004,19/12/2014,30/05/2015,01/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02927872,2,333.68,299.8,EUR
CAK536700,IBB001,11/09/2014,17/04/2015,20/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02530782,3,273.3,241,EUR
CAK965700,TJS001,27/06/2015,24/08/2015,25/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03851418,1,64.17,59.33,EUR
CAF967900,URS001,08/07/2015,04/09/2015,09/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03898340,10,939.1,860,EUR
CAV952500,GEK001,11/04/2016,18/04/2016,21/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04985939,6,687.84,636,EUR
CAL974100,RXL001,08/02/2015,01/05/2015,04/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03138874,3,581.73,537.89,EUR
CAF393400,PRE004,08/03/2016,26/10/2016,27/10/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04852619,1,166.28,148,EUR
CAF489000,URS001,30/04/2015,16/05/2015,18/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03561044,2,324.24,299.8,EUR
CAH696700,CDR001,11/06/2015,18/07/2015,19/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03785454,1,74.97,70,EUR
CAK576300,HBD001,30/01/2015,10/06/2015,15/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03100910,5,498.96,440,EUR
CAH696700,FTK001,05/04/2016,18/04/2016,23/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04962132,5,367.6,339.9,EUR
CAI213900,CHS001,07/09/2015,13/10/2015,15/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04151407,2,210.36,190.8,EUR
CAF983600,MBR001,15/08/2015,19/10/2015,21/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04058462,2,329.96,296.46,EUR
CAF393300,PMM001,17/02/2016,18/03/2016,21/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04755935,3,182.01,162,EUR
CAF488200,URS001,26/11/2015,09/12/2015,10/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04487590,2,250.36,236,EUR
CAI954700,HBD001,10/03/2016,25/03/2016,28/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04860230,3,771.21,684,EUR
CAM971000,HBD001,24/10/2015,27/12/2015,30/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04362172,3,194.04,168,EUR
CAG671700,QVU001,08/06/2015,13/06/2015,14/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03765601,1,86.61,79.31,EUR
CAK576300,PIV001,30/01/2015,07/02/2015,09/02/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03101241,2,116.18,106.4,EUR
CAF393300,FTK001,15/03/2016,16/08/2016,20/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04883787,4,374.2,346,EUR
CAF393300,FTK001,25/11/2015,17/06/2016,22/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04485766,15,1457.7,1297.5,EUR
CAF393300,PMM001,17/01/2016,13/03/2016,17/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04629810,4,242.68,216,EUR
CAK965700,JUR001,07/05/2015,17/07/2015,20/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03595602,3,196.23,177.99,EUR
CAF489100,PRE004,20/02/2015,31/05/2015,02/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03206416,2,155.74,144,EUR
CAU788200,OOT012,29/07/2015,13/08/2015,17/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03984075,4,496.93,464,EUR
CAN554800,BOO001,08/06/2015,12/09/2015,19/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03768787,7,493.92,448,EUR
CAM108400,AIG001,26/05/2015,14/09/2015,19/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03697194,5,469.55,430,EUR
CAH529700,CIS001,01/04/2015,15/09/2015,19/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03403709,4,740.88,672,EUR
CAK439000,PMM001,11/05/2016,04/06/2016,08/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05111641,4,493.77,450,EUR
CAK536700,GET001,06/03/2016,22/04/2016,24/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04839514,2,188.7,172.8,EUR
CAU883000,WAV001,27/06/2015,24/07/2015,05/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03850344,36,6875.88,6420,EUR
CAK576300,NVA001,20/04/2016,27/04/2016,29/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05032783,2,219.5,201,EUR
CAF489200,HBD001,20/04/2016,25/04/2016,26/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05024830,1,116.55,100,EUR
CAY217400,PMM001,01/05/2016,26/05/2016,30/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05068257,4,808.92,720,EUR
CAF393400,HSU001,06/06/2016,30/06/2016,04/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05220672,4,643.5,595,EUR
CAN553300,ODV001,25/03/2015,10/10/2015,12/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03375266,4,568.9,516,EUR
CAI952800,HAB001,03/06/2015,11/08/2015,15/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03743024,4,449.8,420,EUR
CAY208100,RUO001,29/03/2016,27/06/2016,01/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04931010,4,408.84,374.4,EUR
CAV095600,PRE004,20/11/2015,23/11/2015,24/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04471282,1,31.82,30,EUR
CAP633500,NVA001,22/03/2016,27/03/2016,29/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04910475,2,585.67,534,EUR
CAK965700,URS001,18/12/2015,27/12/2015,29/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04559270,2,117.08,110.4,EUR
CAF393400,OOT005,23/09/2014,05/01/2015,07/01/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02569329,2,186.36,174,EUR
CAL822900,PMM001,06/02/2016,19/02/2016,22/02/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04712940,3,349.22,305.52,EUR
CAF489100,SPT002,31/12/2015,15/01/2016,19/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04588280,8,444.96,392.4,EUR
CAF488200,JUR001,21/04/2015,20/06/2015,23/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03510334,3,307.89,294.48,EUR
CAF488300,LOH003,18/02/2015,05/03/2015,10/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03195804,5,1035.05,990,EUR
CAK215600,CDR001,11/06/2016,14/06/2016,15/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05254636,1,44.34,42.02,EUR
CAF488200,ABT009,03/03/2015,18/03/2015,19/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03255515,2,268.84,257.14,EUR
CAY156700,TDE001,11/03/2016,15/05/2016,19/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04864322,8,1766.2,1626.4,EUR
CAU883000,MUB004,12/11/2015,20/11/2015,25/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04441032,5,684.01,645,EUR
CAF489100,PRE004,29/09/2015,10/11/2015,11/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04251006,1,33.74,31.5,EUR
CAG671800,DBA002,23/04/2015,19/06/2015,20/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03517640,1,150.91,139.54,EUR
CAF488900,INN001,22/04/2016,25/07/2016,27/07/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05037923,2,302.82,280,EUR
CAF983200,SPT002,29/01/2015,14/04/2015,18/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03095276,4,742.36,686.4,EUR
CAH785100,JUR001,02/10/2014,16/03/2015,20/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02620937,4,205.64,192,EUR
CAM967500,EMG001,03/12/2015,21/03/2016,25/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04509961,4,199.02,184,EUR
CAV952500,PRE004,27/02/2015,11/06/2015,14/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03242525,3,366.63,339,EUR
CAF489100,PRE004,28/03/2016,08/11/2016,12/11/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04929205,4,246.07,217,EUR
CAF552100,GET001,08/04/2015,12/06/2015,15/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03441385,3,418.53,387,EUR
CAO705800,FTB001,03/04/2015,17/04/2015,20/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03419938,3,296,268.5,EUR
CAF489100,HOS001,29/12/2015,15/01/2016,16/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04575993,1,37.76,33.3,EUR
CAG671700,GEB001,08/06/2015,06/07/2015,13/07/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03765774,7,552.65,511,EUR
CAG671700,JUR001,28/03/2015,02/05/2015,04/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03391177,4,333.64,302.62,EUR
CAV952500,FTK001,03/12/2015,27/12/2015,30/12/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04510435,3,222.69,210,EUR
CAF552100,PTI005,13/04/2015,30/09/2015,02/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,C00416801,8,1116.24,1083.6,EUR
CAL493800,HBD001,29/01/2015,04/05/2015,10/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03099736,6,837.32,736,EUR
CAL822900,FTK001,01/06/2016,01/08/2016,05/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05195909,4,320.12,296,EUR
CAK536700,HSU001,23/05/2015,02/06/2015,06/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03684442,4,319.73,303,EUR
CAF489100,OLA002,14/03/2016,16/06/2016,19/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04875714,3,349.45,320,EUR
CAG929300,UNG002,04/02/2016,29/02/2016,04/03/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04718309,4,203,182.4,EUR
CAV313700,DBA002,08/05/2015,21/06/2015,22/06/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03598635,1,94.09,90,EUR
CAM967500,EMS001,06/06/2016,25/08/2016,30/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05220803,5,336.9,308.52,EUR
CAF489100,ABT026,19/02/2015,27/03/2015,29/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03201401,10,498.32,460.8,EUR
CAF488300,TBQ001,26/05/2015,07/08/2015,10/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03701310,3,1157.93,1113,EUR
CAF963200,LOH003,07/10/2015,17/10/2015,19/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04290129,2,437.28,422.4,EUR
CAF489100,PRE004,15/11/2015,15/01/2016,21/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04444297,6,341.5,322,EUR
CAG671700,HBD001,23/07/2015,03/08/2015,04/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03960524,1,79.72,73,EUR
CAG671300,PRE004,13/08/2015,14/09/2015,17/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04055021,3,490.56,453.6,EUR
CAH785100,PRE004,01/10/2014,17/03/2015,23/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02612766,12,770.52,705.6,EUR
CAF488900,PMM001,05/05/2016,19/05/2016,22/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05084970,3,597.71,532,EUR
CAN553500,HBD001,02/05/2016,05/08/2016,07/08/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05066440,2,215.46,190,EUR
CAN553300,EMG003,11/10/2015,05/11/2015,06/11/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04307778,1,55.91,52.2,EUR
CAH785100,JUR001,10/10/2014,20/03/2015,21/03/2015,1900-01-00,21/07/2016 09:26,Confirmed,E02654324,1,51.41,48,EUR
CAF489000,URS001,01/09/2015,03/10/2015,05/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04121885,2,304.99,279.3,EUR
CAF489100,AGB001,16/10/2015,22/01/2016,25/01/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04333810,3,170.53,160.8,EUR
CAK576300,PMM001,30/04/2016,24/06/2016,25/06/2016,1900-01-00,21/07/2016 09:26,Confirmed,E05066271,1,116.74,102,EUR
CAM971000,RHD005,23/05/2015,30/05/2015,31/05/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03685961,2,187.58,176,EUR
CAL974100,BOK001,13/02/2015,20/02/2015,21/02/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03175060,1,157.16,142.55,EUR
CAM967500,JUR001,06/11/2015,27/03/2016,01/04/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04414948,5,246.35,230,EUR
CAF392800,JUR001,18/08/2015,19/09/2015,21/09/2015,1900-01-00,21/07/2016 09:26,Confirmed,E04068434,2,705.37,678,EUR
CAU481800,GTP001,16/02/2016,05/05/2016,07/05/2016,1900-01-00,21/07/2016 09:26,Confirmed,E04759485,2,361.62,328,EUR
CAF392800,TDE001,21/07/2015,09/10/2015,13/10/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03948519,4,1438.54,1356,EUR
CAV313700,PIV001,07/04/2015,13/04/2015,14/04/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03435493,1,95.02,90,EUR
CAH696700,FTK001,18/07/2015,21/08/2015,26/08/2015,1900-01-00,21/07/2016 09:26,Confirmed,E03934982,5,374.85,350,EUR
